OrderDate,OrderNumber,cancelFlag
10/29/2016,SO56888,
10/29/2016,SO56888,
10/29/2016,SO56888,
10/29/2016,SO56851,
10/29/2016,SO56896,
10/29/2016,SO56896,
10/29/2016,SO56896,
10/30/2016,SO56918,
10/30/2016,SO56918,
10/30/2016,SO56918,
10/30/2016,SO56918,
10/30/2016,SO56958,
10/30/2016,SO56958,
10/30/2016,SO56957,
10/30/2016,SO56957,
10/30/2016,SO56957,
10/30/2016,SO56957,
10/30/2016,SO56938,
10/30/2016,SO56938,
10/30/2016,SO56923,
10/30/2016,SO56923,
10/30/2016,SO56923,
10/30/2016,SO56936,
10/30/2016,SO56936,
10/30/2016,SO56916,
10/30/2016,SO56916,
10/30/2016,SO56916,
10/30/2016,SO56920,
10/30/2016,SO56920,
10/30/2016,SO56946,
10/30/2016,SO56946,
10/30/2016,SO56931,
10/30/2016,SO56943,
10/30/2016,SO56943,
10/30/2016,SO56907,
10/30/2016,SO56907,
10/30/2016,SO56922,
10/30/2016,SO56922,
10/30/2016,SO56927,
10/30/2016,SO56934,
10/30/2016,SO56934,
10/30/2016,SO56924,
10/30/2016,SO56930,
10/30/2016,SO56945,
10/30/2016,SO56945,
10/30/2016,SO56945,
10/30/2016,SO56945,
10/30/2016,SO56919,
10/30/2016,SO56919,
10/30/2016,SO56925,
10/30/2016,SO56925,
10/30/2016,SO56935,
10/30/2016,SO56935,
10/30/2016,SO56956,
10/30/2016,SO56956,
10/30/2016,SO56956,
10/30/2016,SO56956,
10/30/2016,SO56956,
10/30/2016,SO56915,
10/30/2016,SO56951,
10/30/2016,SO56955,
10/30/2016,SO56955,
10/30/2016,SO56955,
10/30/2016,SO56955,
10/30/2016,SO56933,
10/30/2016,SO56933,
10/30/2016,SO56947,
10/30/2016,SO56948,
10/30/2016,SO56948,
10/30/2016,SO56948,
10/30/2016,SO56929,
10/30/2016,SO56929,
10/30/2016,SO56910,
10/30/2016,SO56912,
10/30/2016,SO56950,
10/30/2016,SO56950,
10/30/2016,SO56950,
10/30/2016,SO56950,
10/30/2016,SO56932,
10/30/2016,SO56932,
10/30/2016,SO56940,
10/30/2016,SO56940,
10/30/2016,SO56940,
10/30/2016,SO56940,
10/30/2016,SO56908,
10/30/2016,SO56908,
10/30/2016,SO56908,
10/30/2016,SO56908,
10/30/2016,SO56908,
10/30/2016,SO56913,
10/30/2016,SO56913,
10/30/2016,SO56926,
10/30/2016,SO56926,
10/30/2016,SO56926,
10/30/2016,SO56942,
10/30/2016,SO56942,
10/30/2016,SO56942,
10/30/2016,SO56909,
10/30/2016,SO56909,
10/30/2016,SO56944,
10/30/2016,SO56944,
10/30/2016,SO56944,
10/30/2016,SO56944,
10/30/2016,SO56952,
10/30/2016,SO56952,
10/30/2016,SO56952,
10/30/2016,SO56954,
10/30/2016,SO56954,
10/30/2016,SO56921,
10/30/2016,SO56921,
10/30/2016,SO56921,
10/30/2016,SO56917,
10/30/2016,SO56917,
10/30/2016,SO56917,
10/30/2016,SO56939,
10/30/2016,SO56941,
10/30/2016,SO56941,
10/30/2016,SO56911,
10/30/2016,SO56937,
10/30/2016,SO56937,
10/30/2016,SO56914,
10/30/2016,SO56928,
10/30/2016,SO56928,
10/30/2016,SO56928,
10/30/2016,SO56928,
10/30/2016,SO56953,
10/30/2016,SO56953,
10/30/2016,SO56953,
10/31/2016,SO56980,
10/31/2016,SO56980,
10/31/2016,SO56980,
10/31/2016,SO57010,
10/31/2016,SO57010,
10/31/2016,SO57010,
10/31/2016,SO57010,
10/31/2016,SO57010,
10/31/2016,SO57010,
10/31/2016,SO56968,
10/31/2016,SO56965,
10/31/2016,SO56965,
10/31/2016,SO56989,
10/31/2016,SO56989,
10/31/2016,SO56989,
10/31/2016,SO56988,
10/31/2016,SO56988,
10/31/2016,SO56979,
10/31/2016,SO56979,
10/31/2016,SO57006,
10/31/2016,SO57006,
10/31/2016,SO56990,
10/31/2016,SO56990,
10/31/2016,SO56990,
10/31/2016,SO56990,
10/31/2016,SO56990,
10/31/2016,SO56969,
10/31/2016,SO56969,
10/31/2016,SO56969,
10/31/2016,SO56969,
10/31/2016,SO56963,
10/31/2016,SO56967,
10/31/2016,SO56967,
10/31/2016,SO56993,
10/31/2016,SO56993,
10/31/2016,SO56993,
10/31/2016,SO56966,
10/31/2016,SO56976,
10/31/2016,SO56976,
10/31/2016,SO56976,
10/31/2016,SO56962,
10/31/2016,SO57004,
10/31/2016,SO57004,
10/31/2016,SO57004,
10/31/2016,SO56959,
10/31/2016,SO56959,
10/31/2016,SO57000,
10/31/2016,SO57000,
10/31/2016,SO57000,
10/31/2016,SO57000,
10/31/2016,SO56978,
10/31/2016,SO56978,
10/31/2016,SO56977,
10/31/2016,SO57002,
10/31/2016,SO56996,
10/31/2016,SO56996,
10/31/2016,SO57005,
10/31/2016,SO56972,
10/31/2016,SO56972,
10/31/2016,SO56972,
10/31/2016,SO56972,
10/31/2016,SO56974,
10/31/2016,SO56974,
10/31/2016,SO56974,
10/31/2016,SO56987,
10/31/2016,SO56987,
10/31/2016,SO56981,
10/31/2016,SO56981,
10/31/2016,SO56998,
10/31/2016,SO56985,
10/31/2016,SO56985,
10/31/2016,SO57003,
10/31/2016,SO57003,
10/31/2016,SO56984,
10/31/2016,SO56984,
10/31/2016,SO56994,
10/31/2016,SO56994,
10/31/2016,SO57011,
10/31/2016,SO57011,
10/31/2016,SO56997,
10/31/2016,SO56982,
10/31/2016,SO56982,
10/31/2016,SO56982,
10/31/2016,SO56986,
10/31/2016,SO56970,
10/31/2016,SO57001,
10/31/2016,SO56983,
10/31/2016,SO56983,
10/31/2016,SO56983,
10/31/2016,SO56975,
10/31/2016,SO56975,
10/31/2016,SO56992,
10/31/2016,SO56995,
10/31/2016,SO56995,
10/31/2016,SO56995,
10/31/2016,SO56960,
10/31/2016,SO56960,
10/31/2016,SO56999,
10/31/2016,SO56999,
10/31/2016,SO56964,
10/31/2016,SO56964,
10/31/2016,SO56964,
10/31/2016,SO57009,
10/31/2016,SO57009,
10/31/2016,SO57009,
10/31/2016,SO57009,
10/31/2016,SO57007,
10/31/2016,SO57007,
10/31/2016,SO57007,
10/31/2016,SO56973,
10/31/2016,SO56973,
10/31/2016,SO56973,
10/31/2016,SO56991,
10/31/2016,SO56961,
10/31/2016,SO56961,
10/31/2016,SO56961,
10/31/2016,SO56961,
10/31/2016,SO56961,
11/1/2016,SO57221,
11/1/2016,SO57233,
11/1/2016,SO57233,
11/1/2016,SO57203,
11/1/2016,SO57206,
11/1/2016,SO57206,
11/1/2016,SO57206,
11/1/2016,SO57212,
11/1/2016,SO57213,
11/1/2016,SO57236,
11/1/2016,SO57236,
11/1/2016,SO57236,
11/1/2016,SO57193,
11/1/2016,SO57193,
11/1/2016,SO57193,
11/1/2016,SO57214,
11/1/2016,SO57214,
11/1/2016,SO57194,
11/1/2016,SO57194,
11/1/2016,SO57237,
11/1/2016,SO57237,
11/1/2016,SO57237,
11/1/2016,SO57237,
11/1/2016,SO57231,
11/1/2016,SO57231,
11/1/2016,SO57209,
11/1/2016,SO57209,
11/1/2016,SO57209,
11/1/2016,SO57220,
11/1/2016,SO57220,
11/1/2016,SO57220,
11/1/2016,SO57220,
11/1/2016,SO57196,
11/1/2016,SO57196,
11/1/2016,SO57196,
11/1/2016,SO57191,
11/1/2016,SO57191,
11/1/2016,SO57219,
11/1/2016,SO57219,
11/1/2016,SO57227,
11/1/2016,SO57227,
11/1/2016,SO57215,
11/1/2016,SO57215,
11/1/2016,SO57224,
11/1/2016,SO57224,
11/1/2016,SO57239,
11/1/2016,SO57238,
11/1/2016,SO57238,
11/1/2016,SO57228,
11/1/2016,SO57228,
11/1/2016,SO57228,
11/1/2016,SO57234,
11/1/2016,SO57234,
11/1/2016,SO57234,
11/1/2016,SO57205,
11/1/2016,SO57205,
11/1/2016,SO57225,
11/1/2016,SO57225,
11/1/2016,SO57225,
11/1/2016,SO57225,
11/1/2016,SO57192,
11/1/2016,SO57192,
11/1/2016,SO57235,
11/1/2016,SO57235,
11/1/2016,SO57235,
11/1/2016,SO57235,
11/1/2016,SO57198,
11/1/2016,SO57223,
11/1/2016,SO57223,
11/1/2016,SO57216,
11/1/2016,SO57216,
11/1/2016,SO57216,
11/1/2016,SO57218,
11/1/2016,SO57201,
11/1/2016,SO57217,
11/1/2016,SO57217,
11/1/2016,SO57210,
11/1/2016,SO57210,
11/1/2016,SO57210,
11/1/2016,SO57210,
11/1/2016,SO57240,
11/1/2016,SO57240,
11/1/2016,SO57240,
11/1/2016,SO57240,
11/1/2016,SO57207,
11/1/2016,SO57207,
11/1/2016,SO57200,
11/1/2016,SO57200,
11/1/2016,SO57204,
11/1/2016,SO57204,
11/1/2016,SO57204,
11/1/2016,SO57211,
11/1/2016,SO57230,
11/1/2016,SO57230,
11/1/2016,SO57208,
11/1/2016,SO57208,
11/1/2016,SO57208,
11/1/2016,SO57226,
11/1/2016,SO57226,
11/1/2016,SO57226,
11/1/2016,SO57226,
11/1/2016,SO57195,
11/1/2016,SO57195,
11/1/2016,SO57241,
11/1/2016,SO57241,
11/1/2016,SO57232,
11/1/2016,SO57232,
11/1/2016,SO57232,
11/1/2016,SO57229,
11/1/2016,SO57229,
11/1/2016,SO57202,
11/1/2016,SO57199,
11/1/2016,SO57222,
11/1/2016,SO57222,
11/1/2016,SO57222,
11/1/2016,SO57222,
11/1/2016,SO57197,
11/1/2016,SO57197,
11/1/2016,SO57197,
11/2/2016,SO57275,
11/2/2016,SO57267,
11/2/2016,SO57266,
11/2/2016,SO57258,
11/2/2016,SO57262,
11/2/2016,SO57262,
11/2/2016,SO57262,
11/2/2016,SO57260,
11/2/2016,SO57260,
11/2/2016,SO57282,
11/2/2016,SO57282,
11/2/2016,SO57282,
11/2/2016,SO57257,
11/2/2016,SO57257,
11/2/2016,SO57257,
11/2/2016,SO57251,
11/2/2016,SO57251,
11/2/2016,SO57242,
11/2/2016,SO57242,
11/2/2016,SO57242,
11/2/2016,SO57242,
11/2/2016,SO57246,
11/2/2016,SO57292,
11/2/2016,SO57292,
11/2/2016,SO57292,
11/2/2016,SO57292,
11/2/2016,SO57297,
11/2/2016,SO57297,
11/2/2016,SO57297,
11/2/2016,SO57247,
11/2/2016,SO57247,
11/2/2016,SO57261,
11/2/2016,SO57261,
11/2/2016,SO57287,
11/2/2016,SO57287,
11/2/2016,SO57287,
11/2/2016,SO57300,
11/2/2016,SO57300,
11/2/2016,SO57300,
11/2/2016,SO57300,
11/2/2016,SO57256,
11/2/2016,SO57256,
11/2/2016,SO57293,
11/2/2016,SO57293,
11/2/2016,SO57270,
11/2/2016,SO57270,
11/2/2016,SO57264,
11/2/2016,SO57264,
11/2/2016,SO57276,
11/2/2016,SO57276,
11/2/2016,SO57255,
11/2/2016,SO57245,
11/2/2016,SO57245,
11/2/2016,SO57281,
11/2/2016,SO57298,
11/2/2016,SO57298,
11/2/2016,SO57253,
11/2/2016,SO57271,
11/2/2016,SO57271,
11/2/2016,SO57271,
11/2/2016,SO57244,
11/2/2016,SO57244,
11/2/2016,SO57244,
11/2/2016,SO57290,
11/2/2016,SO57259,
11/2/2016,SO57259,
11/2/2016,SO57285,
11/2/2016,SO57285,
11/2/2016,SO57285,
11/2/2016,SO57285,
11/2/2016,SO57285,
11/2/2016,SO57294,
11/2/2016,SO57294,
11/2/2016,SO57294,
11/2/2016,SO57263,
11/2/2016,SO57263,
11/2/2016,SO57263,
11/2/2016,SO57254,
11/2/2016,SO57277,
11/2/2016,SO57277,
11/2/2016,SO57250,
11/2/2016,SO57250,
11/2/2016,SO57299,
11/2/2016,SO57299,
11/2/2016,SO57299,
11/2/2016,SO57299,
11/2/2016,SO57248,
11/2/2016,SO57248,
11/2/2016,SO57280,
11/2/2016,SO57279,
11/2/2016,SO57279,
11/2/2016,SO57268,
11/2/2016,SO57288,
11/2/2016,SO57288,
11/2/2016,SO57243,
11/2/2016,SO57243,
11/2/2016,SO57291,
11/2/2016,SO57291,
11/2/2016,SO57272,
11/2/2016,SO57272,
11/2/2016,SO57284,
11/2/2016,SO57284,
11/2/2016,SO57274,
11/2/2016,SO57274,
11/2/2016,SO57265,
11/2/2016,SO57265,
11/2/2016,SO57265,
11/2/2016,SO57269,
11/2/2016,SO57273,
11/2/2016,SO57296,
11/2/2016,SO57296,
11/2/2016,SO57296,
11/2/2016,SO57295,
11/2/2016,SO57295,
11/2/2016,SO57295,
11/2/2016,SO57289,
11/2/2016,SO57252,
11/2/2016,SO57252,
11/2/2016,SO57283,
11/2/2016,SO57283,
11/2/2016,SO57249,
11/2/2016,SO57249,
11/2/2016,SO57278,
11/2/2016,SO57278,
11/2/2016,SO57286,
11/2/2016,SO57286,
11/3/2016,SO57321,
11/3/2016,SO57321,
11/3/2016,SO57344,
11/3/2016,SO57360,
11/3/2016,SO57360,
11/3/2016,SO57360,
11/3/2016,SO57334,
11/3/2016,SO57334,
11/3/2016,SO57366,
11/3/2016,SO57366,
11/3/2016,SO57366,
11/3/2016,SO57366,
11/3/2016,SO57304,
11/3/2016,SO57304,
11/3/2016,SO57340,
11/3/2016,SO57340,
11/3/2016,SO57340,
11/3/2016,SO57308,
11/3/2016,SO57335,
11/3/2016,SO57335,
11/3/2016,SO57335,
11/3/2016,SO57351,
11/3/2016,SO57351,
11/3/2016,SO57351,
11/3/2016,SO57317,
11/3/2016,SO57341,
11/3/2016,SO57341,
11/3/2016,SO57341,
11/3/2016,SO57309,
11/3/2016,SO57309,
11/3/2016,SO57352,
11/3/2016,SO57352,
11/3/2016,SO57352,
11/3/2016,SO57352,
11/3/2016,SO57347,
11/3/2016,SO57347,
11/3/2016,SO57347,
11/3/2016,SO57358,
11/3/2016,SO57358,
11/3/2016,SO57358,
11/3/2016,SO57303,
11/3/2016,SO57303,
11/3/2016,SO57303,
11/3/2016,SO57303,
11/3/2016,SO57303,
11/3/2016,SO57320,
11/3/2016,SO57320,
11/3/2016,SO57320,
11/3/2016,SO57320,
11/3/2016,SO57350,
11/3/2016,SO57350,
11/3/2016,SO57328,
11/3/2016,SO57328,
11/3/2016,SO57328,
11/3/2016,SO57364,
11/3/2016,SO57364,
11/3/2016,SO57331,
11/3/2016,SO57331,
11/3/2016,SO57343,
11/3/2016,SO57343,
11/3/2016,SO57343,
11/3/2016,SO57307,
11/3/2016,SO57307,
11/3/2016,SO57307,
11/3/2016,SO57307,
11/3/2016,SO57367,
11/3/2016,SO57367,
11/3/2016,SO57345,
11/3/2016,SO57345,
11/3/2016,SO57355,
11/3/2016,SO57355,
11/3/2016,SO57301,
11/3/2016,SO57301,
11/3/2016,SO57301,
11/3/2016,SO57332,
11/3/2016,SO57332,
11/3/2016,SO57332,
11/3/2016,SO57354,
11/3/2016,SO57354,
11/3/2016,SO57354,
11/3/2016,SO57354,
11/3/2016,SO57349,
11/3/2016,SO57349,
11/3/2016,SO57349,
11/3/2016,SO57336,
11/3/2016,SO57336,
11/3/2016,SO57336,
11/3/2016,SO57342,
11/3/2016,SO57342,
11/3/2016,SO57342,
11/3/2016,SO57359,
11/3/2016,SO57359,
11/3/2016,SO57359,
11/3/2016,SO57359,
11/3/2016,SO57319,
11/3/2016,SO57319,
11/3/2016,SO57319,
11/3/2016,SO57313,
11/3/2016,SO57313,
11/3/2016,SO57368,
11/3/2016,SO57316,
11/3/2016,SO57357,
11/3/2016,SO57357,
11/3/2016,SO57361,
11/3/2016,SO57302,
11/3/2016,SO57302,
11/3/2016,SO57302,
11/3/2016,SO57302,
11/3/2016,SO57325,
11/3/2016,SO57325,
11/3/2016,SO57333,
11/3/2016,SO57333,
11/3/2016,SO57311,
11/3/2016,SO57311,
11/3/2016,SO57369,
11/3/2016,SO57369,
11/3/2016,SO57369,
11/3/2016,SO57369,
11/3/2016,SO57329,
11/3/2016,SO57329,
11/3/2016,SO57312,
11/3/2016,SO57312,
11/3/2016,SO57346,
11/3/2016,SO57306,
11/3/2016,SO57306,
11/3/2016,SO57306,
11/3/2016,SO57322,
11/3/2016,SO57305,
11/3/2016,SO57305,
11/3/2016,SO57305,
11/3/2016,SO57305,
11/3/2016,SO57315,
11/3/2016,SO57315,
11/3/2016,SO57315,
11/3/2016,SO57365,
11/3/2016,SO57363,
11/3/2016,SO57363,
11/3/2016,SO57310,
11/3/2016,SO57310,
11/3/2016,SO57310,
11/3/2016,SO57310,
11/3/2016,SO57323,
11/3/2016,SO57323,
11/3/2016,SO57348,
11/3/2016,SO57348,
11/3/2016,SO57348,
11/3/2016,SO57330,
11/3/2016,SO57330,
11/3/2016,SO57327,
11/3/2016,SO57327,
11/3/2016,SO57327,
11/3/2016,SO57324,
11/3/2016,SO57324,
11/3/2016,SO57324,
11/3/2016,SO57314,
11/3/2016,SO57314,
11/3/2016,SO57339,
11/3/2016,SO57339,
11/3/2016,SO57339,
11/3/2016,SO57353,
11/3/2016,SO57353,
11/3/2016,SO57353,
11/3/2016,SO57353,
11/3/2016,SO57353,
11/3/2016,SO57337,
11/3/2016,SO57362,
11/3/2016,SO57362,
11/3/2016,SO57362,
11/3/2016,SO57338,
11/3/2016,SO57338,
11/3/2016,SO57338,
11/3/2016,SO57326,
11/4/2016,SO57404,
11/4/2016,SO57405,
11/4/2016,SO57405,
11/4/2016,SO57405,
11/4/2016,SO57423,
11/4/2016,SO57423,
11/4/2016,SO57423,
11/4/2016,SO57423,
11/4/2016,SO57410,
11/4/2016,SO57410,
11/4/2016,SO57410,
11/4/2016,SO57371,
11/4/2016,SO57371,
11/4/2016,SO57393,
11/4/2016,SO57393,
11/4/2016,SO57387,
11/4/2016,SO57387,
11/4/2016,SO57387,
11/4/2016,SO57424,
11/4/2016,SO57390,
11/4/2016,SO57390,
11/4/2016,SO57390,
11/4/2016,SO57390,
11/4/2016,SO57411,
11/4/2016,SO57411,
11/4/2016,SO57411,
11/4/2016,SO57411,
11/4/2016,SO57415,
11/4/2016,SO57415,
11/4/2016,SO57415,
11/4/2016,SO57377,
11/4/2016,SO57377,
11/4/2016,SO57377,
11/4/2016,SO57370,
11/4/2016,SO57380,
11/4/2016,SO57417,
11/4/2016,SO57417,
11/4/2016,SO57417,
11/4/2016,SO57372,
11/4/2016,SO57414,
11/4/2016,SO57414,
11/4/2016,SO57414,
11/4/2016,SO57414,
11/4/2016,SO57379,
11/4/2016,SO57379,
11/4/2016,SO57379,
11/4/2016,SO57379,
11/4/2016,SO57409,
11/4/2016,SO57409,
11/4/2016,SO57397,
11/4/2016,SO57397,
11/4/2016,SO57383,
11/4/2016,SO57383,
11/4/2016,SO57425,
11/4/2016,SO57425,
11/4/2016,SO57416,
11/4/2016,SO57416,
11/4/2016,SO57416,
11/4/2016,SO57416,
11/4/2016,SO57400,
11/4/2016,SO57421,
11/4/2016,SO57421,
11/4/2016,SO57421,
11/4/2016,SO57382,
11/4/2016,SO57374,
11/4/2016,SO57375,
11/4/2016,SO57375,
11/4/2016,SO57375,
11/4/2016,SO57392,
11/4/2016,SO57392,
11/4/2016,SO57401,
11/4/2016,SO57401,
11/4/2016,SO57401,
11/4/2016,SO57401,
11/4/2016,SO57418,
11/4/2016,SO57418,
11/4/2016,SO57418,
11/4/2016,SO57418,
11/4/2016,SO57418,
11/4/2016,SO57381,
11/4/2016,SO57408,
11/4/2016,SO57408,
11/4/2016,SO57408,
11/4/2016,SO57406,
11/4/2016,SO57406,
11/4/2016,SO57406,
11/4/2016,SO57399,
11/4/2016,SO57399,
11/4/2016,SO57407,
11/4/2016,SO57407,
11/4/2016,SO57378,
11/4/2016,SO57378,
11/4/2016,SO57398,
11/4/2016,SO57389,
11/4/2016,SO57389,
11/4/2016,SO57373,
11/4/2016,SO57373,
11/4/2016,SO57373,
11/4/2016,SO57376,
11/4/2016,SO57395,
11/4/2016,SO57395,
11/4/2016,SO57426,
11/4/2016,SO57426,
11/4/2016,SO57426,
11/4/2016,SO57426,
11/4/2016,SO57413,
11/4/2016,SO57413,
11/4/2016,SO57422,
11/4/2016,SO57422,
11/4/2016,SO57422,
11/4/2016,SO57391,
11/4/2016,SO57391,
11/4/2016,SO57391,
11/4/2016,SO57412,
11/4/2016,SO57412,
11/4/2016,SO57412,
11/4/2016,SO57385,
11/4/2016,SO57385,
11/4/2016,SO57385,
11/4/2016,SO57402,
11/4/2016,SO57386,
11/4/2016,SO57386,
11/4/2016,SO57386,
11/4/2016,SO57386,
11/4/2016,SO57419,
11/4/2016,SO57420,
11/4/2016,SO57420,
11/4/2016,SO57420,
11/4/2016,SO57420,
11/4/2016,SO57384,
11/4/2016,SO57427,
11/4/2016,SO57427,
11/4/2016,SO57396,
11/4/2016,SO57396,
11/4/2016,SO57403,
11/4/2016,SO57403,
11/5/2016,SO57457,
11/5/2016,SO57457,
11/5/2016,SO57469,
11/5/2016,SO57469,
11/5/2016,SO57469,
11/5/2016,SO57469,
11/5/2016,SO57441,
11/5/2016,SO57441,
11/5/2016,SO57441,
11/5/2016,SO57471,
11/5/2016,SO57471,
11/5/2016,SO57430,
11/5/2016,SO57465,
11/5/2016,SO57465,
11/5/2016,SO57465,
11/5/2016,SO57455,
11/5/2016,SO57455,
11/5/2016,SO57454,
11/5/2016,SO57454,
11/5/2016,SO57446,
11/5/2016,SO57468,
11/5/2016,SO57468,
11/5/2016,SO57468,
11/5/2016,SO57459,
11/5/2016,SO57459,
11/5/2016,SO57459,
11/5/2016,SO57429,
11/5/2016,SO57432,
11/5/2016,SO57449,
11/5/2016,SO57449,
11/5/2016,SO57434,
11/5/2016,SO57431,
11/5/2016,SO57431,
11/5/2016,SO57431,
11/5/2016,SO57442,
11/5/2016,SO57442,
11/5/2016,SO57442,
11/5/2016,SO57442,
11/5/2016,SO57475,
11/5/2016,SO57475,
11/5/2016,SO57436,
11/5/2016,SO57477,
11/5/2016,SO57477,
11/5/2016,SO57452,
11/5/2016,SO57440,
11/5/2016,SO57440,
11/5/2016,SO57440,
11/5/2016,SO57467,
11/5/2016,SO57467,
11/5/2016,SO57460,
11/5/2016,SO57460,
11/5/2016,SO57428,
11/5/2016,SO57439,
11/5/2016,SO57439,
11/5/2016,SO57435,
11/5/2016,SO57435,
11/5/2016,SO57479,
11/5/2016,SO57479,
11/5/2016,SO57456,
11/5/2016,SO57456,
11/5/2016,SO57473,
11/5/2016,SO57473,
11/5/2016,SO57473,
11/5/2016,SO57473,
11/5/2016,SO57445,
11/5/2016,SO57445,
11/5/2016,SO57466,
11/5/2016,SO57448,
11/5/2016,SO57448,
11/5/2016,SO57472,
11/5/2016,SO57472,
11/5/2016,SO57472,
11/5/2016,SO57472,
11/5/2016,SO57470,
11/5/2016,SO57470,
11/5/2016,SO57470,
11/5/2016,SO57464,
11/5/2016,SO57464,
11/5/2016,SO57464,
11/5/2016,SO57464,
11/5/2016,SO57464,
11/5/2016,SO57478,
11/5/2016,SO57478,
11/5/2016,SO57478,
11/5/2016,SO57480,
11/5/2016,SO57480,
11/5/2016,SO57480,
11/5/2016,SO57438,
11/5/2016,SO57438,
11/5/2016,SO57438,
11/5/2016,SO57474,
11/5/2016,SO57474,
11/5/2016,SO57462,
11/5/2016,SO57462,
11/5/2016,SO57461,
11/5/2016,SO57461,
11/5/2016,SO57458,
11/5/2016,SO57433,
11/5/2016,SO57433,
11/5/2016,SO57463,
11/5/2016,SO57443,
11/5/2016,SO57453,
11/5/2016,SO57437,
11/5/2016,SO57437,
11/5/2016,SO57444,
11/5/2016,SO57444,
11/5/2016,SO57444,
11/5/2016,SO57450,
11/5/2016,SO57450,
11/5/2016,SO57476,
11/5/2016,SO57476,
11/5/2016,SO57476,
11/5/2016,SO57476,
11/5/2016,SO57451,
11/5/2016,SO57451,
11/5/2016,SO57451,
11/5/2016,SO57447,
11/5/2016,SO57447,
11/5/2016,SO57447,
11/6/2016,SO57499,
11/6/2016,SO57497,
11/6/2016,SO57497,
11/6/2016,SO57527,
11/6/2016,SO57527,
11/6/2016,SO57527,
11/6/2016,SO57495,
11/6/2016,SO57495,
11/6/2016,SO57495,
11/6/2016,SO57490,
11/6/2016,SO57490,
11/6/2016,SO57511,
11/6/2016,SO57498,
11/6/2016,SO57498,
11/6/2016,SO57483,
11/6/2016,SO57483,
11/6/2016,SO57483,
11/6/2016,SO57509,
11/6/2016,SO57509,
11/6/2016,SO57509,
11/6/2016,SO57509,
11/6/2016,SO57509,
11/6/2016,SO57484,
11/6/2016,SO57494,
11/6/2016,SO57494,
11/6/2016,SO57502,
11/6/2016,SO57502,
11/6/2016,SO57515,
11/6/2016,SO57515,
11/6/2016,SO57515,
11/6/2016,SO57523,
11/6/2016,SO57523,
11/6/2016,SO57523,
11/6/2016,SO57523,
11/6/2016,SO57516,
11/6/2016,SO57516,
11/6/2016,SO57512,
11/6/2016,SO57512,
11/6/2016,SO57486,
11/6/2016,SO57486,
11/6/2016,SO57507,
11/6/2016,SO57507,
11/6/2016,SO57507,
11/6/2016,SO57508,
11/6/2016,SO57508,
11/6/2016,SO57508,
11/6/2016,SO57504,
11/6/2016,SO57504,
11/6/2016,SO57529,
11/6/2016,SO57493,
11/6/2016,SO57532,
11/6/2016,SO57532,
11/6/2016,SO57532,
11/6/2016,SO57531,
11/6/2016,SO57531,
11/6/2016,SO57482,
11/6/2016,SO57482,
11/6/2016,SO57514,
11/6/2016,SO57514,
11/6/2016,SO57500,
11/6/2016,SO57500,
11/6/2016,SO57505,
11/6/2016,SO57505,
11/6/2016,SO57505,
11/6/2016,SO57505,
11/6/2016,SO57505,
11/6/2016,SO57513,
11/6/2016,SO57513,
11/6/2016,SO57513,
11/6/2016,SO57510,
11/6/2016,SO57510,
11/6/2016,SO57510,
11/6/2016,SO57517,
11/6/2016,SO57517,
11/6/2016,SO57517,
11/6/2016,SO57503,
11/6/2016,SO57503,
11/6/2016,SO57487,
11/6/2016,SO57487,
11/6/2016,SO57506,
11/6/2016,SO57530,
11/6/2016,SO57530,
11/6/2016,SO57492,
11/6/2016,SO57521,
11/6/2016,SO57521,
11/6/2016,SO57521,
11/6/2016,SO57522,
11/6/2016,SO57524,
11/6/2016,SO57524,
11/6/2016,SO57520,
11/6/2016,SO57520,
11/6/2016,SO57501,
11/6/2016,SO57501,
11/6/2016,SO57481,
11/6/2016,SO57481,
11/6/2016,SO57481,
11/6/2016,SO57491,
11/6/2016,SO57491,
11/6/2016,SO57491,
11/6/2016,SO57528,
11/6/2016,SO57528,
11/6/2016,SO57528,
11/6/2016,SO57519,
11/6/2016,SO57519,
11/6/2016,SO57519,
11/6/2016,SO57485,
11/6/2016,SO57485,
11/6/2016,SO57485,
11/6/2016,SO57518,
11/6/2016,SO57518,
11/6/2016,SO57518,
11/6/2016,SO57518,
11/6/2016,SO57525,
11/6/2016,SO57525,
11/6/2016,SO57525,
11/6/2016,SO57489,
11/6/2016,SO57496,
11/6/2016,SO57496,
11/6/2016,SO57496,
11/6/2016,SO57488,
11/6/2016,SO57488,
11/6/2016,SO57526,
11/6/2016,SO57526,
11/6/2016,SO57526,
11/6/2016,SO57526,
11/7/2016,SO57560,
11/7/2016,SO57560,
11/7/2016,SO57560,
11/7/2016,SO57561,
11/7/2016,SO57561,
11/7/2016,SO57587,
11/7/2016,SO57587,
11/7/2016,SO57587,
11/7/2016,SO57587,
11/7/2016,SO57572,
11/7/2016,SO57572,
11/7/2016,SO57572,
11/7/2016,SO57572,
11/7/2016,SO57572,
11/7/2016,SO57549,
11/7/2016,SO57549,
11/7/2016,SO57549,
11/7/2016,SO57592,
11/7/2016,SO57592,
11/7/2016,SO57592,
11/7/2016,SO57592,
11/7/2016,SO57548,
11/7/2016,SO57548,
11/7/2016,SO57548,
11/7/2016,SO57550,
11/7/2016,SO57550,
11/7/2016,SO57550,
11/7/2016,SO57551,
11/7/2016,SO57551,
11/7/2016,SO57551,
11/7/2016,SO57576,
11/7/2016,SO57576,
